id,城市,市区,标题,户型,面积,面积数值,方位,楼层,时间,所属小区,所属区域,房源链接,总价,总价数值,均价,均价数值,房龄
53,fuzhou,晋安,绿城美的桂语映月 双卫格局 精装修 临地铁 出行方便,3 室 2 厅 2 卫,117㎡,117.00,南北,低层(共16层),2024年建造,绿城美的桂语映月,晋安 王庄 连江西路,https://fz.anjuke.com/prop/view/S4579711867444237?auction=221&hpType=27&entry=102&position=52&kwtype=filter&now_time=1782180237&spread=filtersearch_c&epauction=&stats_key=a42cb9f7-f5cb-4e5c-bc55-0fcaa77870c0_52&from=from_esf_List_screen&index=52,N/A,,N/A,,2年内
54,fuzhou,仓山,新出 南二环一号线地铁口必看房源 精装修 三房两卫,3 室 2 厅 2 卫,89㎡,89.00,南北,中层(共15层),2025年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4350605986454541?auction=221&hpType=27&entry=102&position=53&kwtype=filter&now_time=1782180237&spread=filtersearch_c&epauction=&stats_key=a42cb9f7-f5cb-4e5c-bc55-0fcaa77870c0_53&from=from_esf_List_screen&index=53,193.8万,193.80,21776元/㎡,21776.00,2年内
55,fuzhou,仓山,白湖亭 左海 次新   广场  商品房 南北通透  有电梯,3 室 2 厅 2 卫,89㎡,89.00,南北,中层(共15层),2025年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4428467784375309?auction=221&hpType=27&entry=102&position=54&kwtype=filter&now_time=1782180237&spread=filtersearch_c&epauction=&stats_key=a42cb9f7-f5cb-4e5c-bc55-0fcaa77870c0_54&from=from_esf_List_screen&index=54,188万,188.00,21124元/㎡,21124.00,2年内
56,fuzhou,仓山,少红实探纯商新房精装0距离白湖亭  广场,3 室 2 厅 2 卫,89㎡,89.00,南北,中层(共15层),2025年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4393139337473039?auction=221&hpType=27&entry=102&position=55&kwtype=filter&now_time=1782180237&spread=filtersearch_c&epauction=&stats_key=a42cb9f7-f5cb-4e5c-bc55-0fcaa77870c0_55&from=from_esf_List_screen&index=55,192万,192.00,21574元/㎡,21574.00,2年内
57,fuzhou,晋安,楼下就是地铁口 1号线滨海快线双地铁  全新社区，超高得房率,3 室 2 厅 2 卫,89㎡,89.00,南北,中层(共23层),2024年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4626541564337160?auction=221&hpType=27&entry=102&position=56&kwtype=filter&now_time=1782180237&spread=filtersearch_c&epauction=&stats_key=a42cb9f7-f5cb-4e5c-bc55-0fcaa77870c0_56&from=from_esf_List_screen&index=56,188万,188.00,21124元/㎡,21124.00,2年内
58,fuzhou,台江,万宝商圈，榕发望熙雅筑A区，26年人车分离，厅带阳台，宝龙。,2 室 1 厅 1 卫,74㎡,74.00,南北,高层(共33层),2026年建造,榕发望熙雅筑A区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4592398993841152?auction=221&hpType=27&entry=102&position=57&kwtype=filter&now_time=1782180237&spread=filtersearch_c&epauction=&stats_key=a42cb9f7-f5cb-4e5c-bc55-0fcaa77870c0_57&from=from_esf_List_screen&index=57,130万,130.00,17568元/㎡,17568.00,2年内
59,fuzhou,台江,急急急售 台江宝龙万象旁 次新小区 榕发望熙雅筑 端头两卫,3 室 2 厅 2 卫,105㎡,105.00,南北,高层(共33层),2025年建造,榕发望熙雅筑A区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4370094856578063?auction=221&hpType=27&entry=102&position=58&kwtype=filter&now_time=1782180237&spread=filtersearch_c&epauction=&stats_key=a42cb9f7-f5cb-4e5c-bc55-0fcaa77870c0_58&from=from_esf_List_screen&index=58,233万,233.00,22191元/㎡,22191.00,2年内
60,fuzhou,晋安,华林北三居 双卫生间 南北通透 超低密度  产权清晰,3 室 2 厅 2 卫,89㎡,89.00,南北,低层(共27层),2026年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4622075121884165?auction=221&hpType=27&entry=102&position=59&kwtype=filter&now_time=1782180237&spread=filtersearch_c&epauction=&stats_key=a42cb9f7-f5cb-4e5c-bc55-0fcaa77870c0_59&from=from_esf_List_screen&index=59,187.5万,187.50,21068元/㎡,21068.00,2年内
61,fuzhou,晋安,福州火车站 建总云景未来 三房四房 婚房现房拎包入住,3 室 2 厅 2 卫,89㎡,89.00,南,低层(共26层),2024年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4619648877157383?auction=221&hpType=27&entry=102&position=0&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_0&from=from_esf_List_screen&index=0,186.9万,186.90,21000元/㎡,21000.00,2年内
62,fuzhou,晋安,福州火车站 建总云璟未来 三房四房 婚房现房拎包入住,3 室 2 厅 2 卫,89㎡,89.00,南,中层(共26层),2024年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4619653707525128?auction=221&hpType=27&entry=102&position=1&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_1&from=from_esf_List_screen&index=1,186.9万,186.90,21000元/㎡,21000.00,2年内
63,fuzhou,台江,社区  精装两房。现在换房急售。,2 室 1 厅 1 卫,60㎡,60.00,南北,高层(共28层),2026年建造,榕发望熙雅筑A区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4577111994182666?auction=221&hpType=27&entry=102&position=2&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_2&from=from_esf_List_screen&index=2,115万,115.00,19167元/㎡,19167.00,2年内
64,fuzhou,台江,台江区万象城附近两房2房出售,2 室 2 厅 1 卫,73.91㎡,73.91,南,高层(共34层),2025年建造,榕发望熙雅筑A区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4510402259641357?auction=221&hpType=27&entry=102&position=3&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_3&from=from_esf_List_screen&index=3,165万,165.00,22325元/㎡,22325.00,2年内
65,fuzhou,台江,望熙雅筑B区 2室1厅1卫,2 室 1 厅 1 卫,75㎡,75.00,南北,低层(共32层),2026年建造,榕发望熙雅筑B区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4533138400271363?auction=221&hpType=27&entry=102&position=4&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_4&from=from_esf_List_screen&index=4,135万,135.00,18000元/㎡,18000.00,2年内
66,fuzhou,仓山,新出急售榕发国企品质  精装现房！商场环绕下楼地铁！户型通透,3 室 2 厅 2 卫,89㎡,89.00,南北,低层(共16层),2025年建造,榕发北源云筑,仓山 连江南路 北园路377号,https://fz.anjuke.com/prop/view/S4605024098753548?auction=221&hpType=27&entry=102&position=5&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_5&from=from_esf_List_screen&index=5,193万,193.00,21686元/㎡,21686.00,2年内
67,fuzhou,仓山,少红实地探访纯商洋房一梯两户端头,3 室 2 厅 2 卫,91.33㎡,91.33,南北,中层(共7层),2024年建造,融信海纳新潮,仓山 则徐大道 则徐大道,https://fz.anjuke.com/prop/view/S4521642124567552?auction=221&hpType=27&entry=102&position=6&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_6&from=from_esf_List_screen&index=6,165万,165.00,18067元/㎡,18067.00,2年内
68,fuzhou,仓山,金山大道 精装可拎包入住 双卫生间 近地铁 次新小区 小三居,3 室 2 厅 2 卫,91.72㎡,91.72,北,高层(共24层),2025年建造,万科城市之光,仓山 金山大道 妙高路,https://fz.anjuke.com/prop/view/S4581445062962177?auction=221&hpType=27&entry=102&position=7&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_7&from=from_esf_List_screen&index=7,N/A,,N/A,,2年内
69,fuzhou,晋安,  好房 五里亭25年次新房 得房率93% 东端户价格可谈,4 室 2 厅 2 卫,118㎡,118.00,东南,中层(共20层),2025年建造,大东海玺悦,晋安 王庄 藕塘巷8号,https://fz.anjuke.com/prop/view/S4609301477760010?auction=221&hpType=27&entry=102&position=8&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_8&from=from_esf_List_screen&index=8,275万,275.00,23306元/㎡,23306.00,2年内
70,fuzhou,晋安,泰禾旁，晋安湖公园，国企现房，3 层高，送车位，价格可谈,3 室 2 厅 2 卫,88㎡,88.00,南北,高层(共20层),2024年建造,首开香颂,晋安 前横路 湖重北路17号,https://fz.anjuke.com/prop/view/S3260194005721094?auction=221&hpType=27&entry=102&position=9&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_9&from=from_esf_List_screen&index=9,180万,180.00,20455元/㎡,20455.00,2年内
71,fuzhou,晋安,高楼层视野无遮挡 双卫生间 次新房 小三房 南北通透 近地铁,3 室 2 厅 2 卫,89㎡,89.00,南北,高层(共20层),2024年建造,首开香颂,晋安 前横路 湖重北路17号,https://fz.anjuke.com/prop/view/S3260190479508487?auction=221&hpType=27&entry=102&position=10&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_10&from=from_esf_List_screen&index=10,180万,180.00,20225元/㎡,20225.00,2年内
72,fuzhou,仓山,二环内精装三房两厅两卫 南北通透 白湖亭地铁口,3 室 2 厅 2 卫,89㎡,89.00,南北,高层(共15层),2025年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4315108255738884?auction=221&hpType=27&entry=102&position=11&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_11&from=from_esf_List_screen&index=11,185万,185.00,20787元/㎡,20787.00,2年内
73,fuzhou,晋安,楼下就是地铁口 1号线滨海快线双地铁  全新社区，超高得房率,3 室 2 厅 2 卫,88.25㎡,88.25,南北,高层(共26层),2024年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4626544130731013?auction=221&hpType=27&entry=102&position=12&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_12&from=from_esf_List_screen&index=12,188万,188.00,21304元/㎡,21304.00,2年内
74,fuzhou,晋安,急急急！双地铁口！北站品质新房，户型方正！,3 室 2 厅 2 卫,89㎡,89.00,南北,高层(共27层),2024年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4619239114337290?auction=221&hpType=27&entry=102&position=13&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_13&from=from_esf_List_screen&index=13,187万,187.00,21012元/㎡,21012.00,2年内
75,fuzhou,台江,望熙雅筑A区 2室2厅1卫,2 室 2 厅 1 卫,60㎡,60.00,南,高层(共28层),2025年建造,榕发望熙雅筑A区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4571674050878469?auction=221&hpType=27&entry=102&position=14&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_14&from=from_esf_List_screen&index=14,108万,108.00,18000元/㎡,18000.00,2年内
76,fuzhou,台江,万宝商圈 25年榕发望熙雅筑 鼓台交界 多套45平到135平,3 室 2 厅 2 卫,103.5㎡,103.50,东南,高层(共20层),2025年建造,榕发望熙雅筑A区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4409743495453708?auction=221&hpType=27&entry=102&position=15&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_15&from=from_esf_List_screen&index=15,216万,216.00,20870元/㎡,20870.00,2年内
77,fuzhou,台江,望熙雅筑 B7   东端头视野好   钱  货 您看完就懂,3 室 1 厅 1 卫,105㎡,105.00,南北,高层(共32层),2025年建造,榕发望熙雅筑B区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4523376224265221?auction=221&hpType=27&entry=102&position=16&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_16&from=from_esf_List_screen&index=16,229万,229.00,21810元/㎡,21810.00,2年内
78,fuzhou,台江,榕发望熙雅筑B区 南北通透 医疗配套成熟 商业配套成熟,3 室 2 厅 2 卫,105㎡,105.00,南北,高层(共32层),2025年建造,榕发望熙雅筑B区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4429966959928334?auction=221&hpType=27&entry=102&position=17&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_17&from=from_esf_List_screen&index=17,227万,227.00,21620元/㎡,21620.00,2年内
79,fuzhou,晋安,火车站 西园 中建和樾雅居 三室两卫 毛坯 新房 近地铁,3 室 1 厅 2 卫,89㎡,89.00,南,中层(共26层),2026年建造,中建和樾雅居,晋安 西园 桂山路,https://fz.anjuke.com/prop/view/S4543191879670793?auction=221&hpType=27&entry=102&position=18&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_18&from=from_esf_List_screen&index=18,135万,135.00,15169元/㎡,15169.00,2年内
80,fuzhou,晋安,新货！五里亭地铁口 次新房 电梯端头 毛坯3房，可看房,3 室 2 厅 1 卫,89.34㎡,89.34,南北,中层(共33层),2024年建造,锦鸿佳园,晋安 福马路 七贤路2号,https://fz.anjuke.com/prop/view/S4598398999454735?auction=221&hpType=27&entry=102&position=19&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_19&from=from_esf_List_screen&index=19,136万,136.00,15223元/㎡,15223.00,2年内
81,fuzhou,晋安,新出，首开香颂，东二环性价比好房，中间楼层，小高层，近地铁口,3 室 2 厅 2 卫,87㎡,87.00,南北,中层(共20层),2024年建造,首开香颂,晋安 前横路 湖重北路17号,https://fz.anjuke.com/prop/view/S4607927329811459?auction=221&hpType=27&entry=102&position=20&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_20&from=from_esf_List_screen&index=20,165万,165.00,18966元/㎡,18966.00,2年内
82,fuzhou,仓山,来电专车接送有惊喜！左海望悦 南二环白湖亭地铁口   旁,3 室 2 厅 2 卫,88.07㎡,88.07,南北,中层(共15层),2025年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4319694548163599?auction=221&hpType=27&entry=102&position=21&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_21&from=from_esf_List_screen&index=21,195万,195.00,22142元/㎡,22142.00,2年内
83,fuzhou,仓山,急出！左海望悦 近地铁   广场旁 正规商品房 刚需小三居,3 室 2 厅 2 卫,89㎡,89.00,南北,低层(共15层),2024年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4429540223017985?auction=221&hpType=27&entry=102&position=22&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_22&from=from_esf_List_screen&index=22,182万,182.00,20450元/㎡,20450.00,2年内
84,fuzhou,晋安,近鼓楼国企现房！1号F1双地铁！  即住可送装修！价格可谈,3 室 2 厅 2 卫,86㎡,86.00,南北,中层(共27层),2026年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4620885854231558?auction=221&hpType=27&entry=102&position=23&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_23&from=from_esf_List_screen&index=23,189.3万,189.30,22012元/㎡,22012.00,2年内
85,fuzhou,晋安,建总云璟未来！近鼓楼国企品质楼盘！高层视野好！1号F1双地铁,3 室 2 厅 2 卫,89㎡,89.00,南北,中层(共27层),2026年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4620876306312201?auction=221&hpType=27&entry=102&position=24&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_24&from=from_esf_List_screen&index=24,189万,189.00,21236元/㎡,21236.00,2年内
86,fuzhou,晋安,国企建总近鼓楼！1号F1双地铁！89平3房！高层视野好价可谈,3 室 2 厅 2 卫,89㎡,89.00,南北,中层(共27层),2026年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4620893804848140?auction=221&hpType=27&entry=102&position=25&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_25&from=from_esf_List_screen&index=25,189万,189.00,21236元/㎡,21236.00,2年内
87,fuzhou,晋安,近鼓楼总价2  送装修！国企现房，双地铁商业齐全！即买即交房,3 室 2 厅 2 卫,88.27㎡,88.27,南北,低层(共27层),2026年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4627779929893897?auction=221&hpType=27&entry=102&position=26&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_26&from=from_esf_List_screen&index=26,195万,195.00,22092元/㎡,22092.00,2年内
88,fuzhou,晋安,急售国企现房！近鼓楼1号F1双地铁！88平3房  即住送装修,3 室 2 厅 2 卫,88.27㎡,88.27,南北,低层(共26层),2026年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4627776997352449?auction=221&hpType=27&entry=102&position=27&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_27&from=from_esf_List_screen&index=27,190万,190.00,21525元/㎡,21525.00,2年内
89,fuzhou,晋安,刚刚交房！建总云璟未来！1号地铁50 ！近鼓楼  即住！可谈,3 室 2 厅 2 卫,88.27㎡,88.27,南北,低层(共26层),2026年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4627769194896397?auction=221&hpType=27&entry=102&position=28&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_28&from=from_esf_List_screen&index=28,195万,195.00,22092元/㎡,22092.00,2年内
90,fuzhou,晋安,1号F1双地铁！火车北站近鼓楼！单价实惠送装修！国企现房！,3 室 2 厅 2 卫,88.27㎡,88.27,南北,低层(共26层),2026年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4627763274607619?auction=221&hpType=27&entry=102&position=29&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_29&from=from_esf_List_screen&index=29,190万,190.00,21525元/㎡,21525.00,2年内
91,fuzhou,晋安,火车北站！国企现房近鼓楼！端头3面采光！2号F1双地铁送装修,3 室 2 厅 2 卫,88.85㎡,88.85,南北,低层(共26层),2026年建造,建总云璟未来,晋安 火车站 站西路63号,https://fz.anjuke.com/prop/view/S4627773812796421?auction=221&hpType=27&entry=102&position=30&kwtype=filter&now_time=1782180239&spread=filtersearch_c&epauction=&stats_key=fbce1269-0832-4d74-b708-0da9d73ea058_30&from=from_esf_List_screen&index=30,195万,195.00,21948元/㎡,21948.00,2年内
